key,value,date
Identification,11,01/01/09
Identification,30,01/01/10
Identification,36,01/01/11
Identification,20,01/01/12
Identification,34,01/01/13
Identification,33,01/01/14
Identification,34,01/01/15
Identification,31,01/01/16
Impact,2,01/01/00
Impact,2,01/01/01
Impact,5,01/01/02
Impact,5,01/01/03
Impact,11,01/01/04
Impact,3,01/01/05
Impact,7,01/01/06
Impact,5,01/01/07
Impact,18,01/01/08
Impact,20,01/01/09
Impact,14,01/01/10
Impact,21,01/01/11
Impact,19,01/01/12
Impact,20,01/01/13
Impact,41,01/01/14
Impact,34,01/01/15
Impact,26,01/01/16
Maize,7,01/01/00
Maize,6,01/01/01
Maize,12,01/01/02
Maize,17,01/01/03
Maize,16,01/01/04
Maize,13,01/01/05
Maize,14,01/01/06
Maize,13,01/01/07
Maize,18,01/01/08
Maize,13,01/01/09
Maize,19,01/01/10
Maize,13,01/01/11
Maize,23,01/01/12
Maize,25,01/01/13
Maize,16,01/01/14
Maize,22,01/01/15
Maize,20,01/01/16
Markers,4,01/01/00
Markers,4,01/01/01
Markers,11,01/01/02
Markers,11,01/01/03
Markers,9,01/01/04
Markers,13,01/01/05
Markers,14,01/01/06
Markers,7,01/01/07
Markers,9,01/01/08
Markers,9,01/01/09
Markers,19,01/01/10
Markers,26,01/01/11
Markers,18,01/01/12
Markers,17,01/01/13
Markers,15,01/01/14
Markers,17,01/01/15
Markers,10,01/01/16
Model,5,01/01/00
Model,4,01/01/01
Model,12,01/01/02
Model,14,01/01/03
Model,9,01/01/04
Model,8,01/01/05
Model,8,01/01/06
Model,12,01/01/07
Model,19,01/01/08
Model,11,01/01/09
Model,14,01/01/10
Model,7,01/01/11
Model,21,01/01/12
Model,21,01/01/13
Model,19,01/01/14
Model,24,01/01/15
Model,25,01/01/16
Nitrogen,10,01/01/00
Nitrogen,11,01/01/01
Nitrogen,22,01/01/02
Nitrogen,19,01/01/03
Nitrogen,11,01/01/04
Nitrogen,8,01/01/05
Nitrogen,23,01/01/06
Nitrogen,14,01/01/07
Nitrogen,12,01/01/08
Nitrogen,20,01/01/09
Nitrogen,15,01/01/10
Nitrogen,14,01/01/11
Nitrogen,18,01/01/12
Nitrogen,12,01/01/13
Nitrogen,11,01/01/14
Nitrogen,15,01/01/15
Nitrogen,12,01/01/16
Oryza-sativa L.,0,01/01/00
Oryza-sativa L.,1,01/01/01
Oryza-sativa L.,9,01/01/02
Oryza-sativa L.,10,01/01/03
Oryza-sativa L.,10,01/01/04
Oryza-sativa L.,3,01/01/05
Oryza-sativa L.,8,01/01/06
Oryza-sativa L.,10,01/01/07
Oryza-sativa L.,10,01/01/08
Oryza-sativa L.,16,01/01/09
Oryza-sativa L.,19,01/01/10
Oryza-sativa L.,26,01/01/11
Oryza-sativa L.,28,01/01/12
Oryza-sativa L.,21,01/01/13
Oryza-sativa L.,16,01/01/14
Oryza-sativa L.,36,01/01/15
Oryza-sativa L.,20,01/01/16
Plants,21,01/01/00
Plants,11,01/01/01
Plants,13,01/01/02
Plants,14,01/01/03
Plants,9,01/01/04
Plants,14,01/01/05
Plants,20,01/01/06
Plants,10,01/01/07
Plants,15,01/01/08
Plants,24,01/01/09
Plants,25,01/01/10
Plants,23,01/01/11
Plants,17,01/01/12
Plants,18,01/01/13
Plants,17,01/01/14
Plants,21,01/01/15
Plants,14,01/01/16
Populations,7,01/01/00
Populations,9,01/01/01
Populations,6,01/01/02
Populations,13,01/01/03
Populations,13,01/01/04
Populations,16,01/01/05
Populations,16,01/01/06
Populations,14,01/01/07
Populations,11,01/01/08
Populations,13,01/01/09
Populations,23,01/01/10
Populations,21,01/01/11
Populations,18,01/01/12
Populations,17,01/01/13
Populations,20,01/01/14
Populations,25,01/01/15
Populations,26,01/01/16
Productivity,1,01/01/00
Productivity,3,01/01/01
Productivity,2,01/01/02
Productivity,7,01/01/03
Productivity,7,01/01/04
Productivity,6,01/01/05
Productivity,12,01/01/06
Productivity,14,01/01/07
Productivity,17,01/01/08
Productivity,18,01/01/09
Productivity,16,01/01/10
Productivity,23,01/01/11
Productivity,22,01/01/12
Productivity,24,01/01/13
Productivity,35,01/01/14
Productivity,37,01/01/15
Productivity,36,01/01/16
Quality,3,01/01/00
Quality,3,01/01/01
Quality,3,01/01/02
Quality,5,01/01/03
Quality,10,01/01/04
Quality,7,01/01/05
Quality,7,01/01/06
Quality,10,01/01/07
Quality,10,01/01/08
Quality,11,01/01/09
Quality,13,01/01/10
Quality,13,01/01/11
Quality,17,01/01/12
Quality,21,01/01/13
Quality,16,01/01/14
Quality,28,01/01/15
Quality,24,01/01/16
Quantitative Trait Loci,4,01/01/00
Quantitative Trait Loci,6,01/01/01
Quantitative Trait Loci,9,01/01/02
Quantitative Trait Loci,15,01/01/03
Quantitative Trait Loci,8,01/01/04
Quantitative Trait Loci,7,01/01/05
Quantitative Trait Loci,14,01/01/06
Quantitative Trait Loci,12,01/01/07
Quantitative Trait Loci,14,01/01/08
Quantitative Trait Loci,10,01/01/09
Quantitative Trait Loci,27,01/01/10
Quantitative Trait Loci,16,01/01/11
Quantitative Trait Loci,30,01/01/12
Quantitative Trait Loci,21,01/01/13
Quantitative Trait Loci,27,01/01/14
Quantitative Trait Loci,23,01/01/15
Quantitative Trait Loci,26,01/01/16
Resistance,14,01/01/00
Resistance,8,01/01/01
Resistance,11,01/01/02
Resistance,16,01/01/03
Resistance,18,01/01/04
Resistance,17,01/01/05
Resistance,22,01/01/06
Resistance,27,01/01/07
Resistance,20,01/01/08
Resistance,21,01/01/09
Resistance,29,01/01/10
Resistance,31,01/01/11
Resistance,35,01/01/12
Resistance,27,01/01/13
Resistance,22,01/01/14
Resistance,30,01/01/15
Resistance,17,01/01/16
Rice,10,01/01/00
Rice,8,01/01/01
Rice,10,01/01/02
Rice,6,01/01/03
Rice,9,01/01/04
Rice,8,01/01/05
Rice,14,01/01/06
Rice,14,01/01/07
Rice,8,01/01/08
Rice,13,01/01/09
Rice,11,01/01/10
Rice,13,01/01/11
Rice,14,01/01/12
Rice,13,01/01/13
Rice,17,01/01/14
Rice,18,01/01/15
Rice,15,01/01/16
Selection,7,01/01/00
Selection,11,01/01/01
Selection,7,01/01/02
Selection,12,01/01/03
Selection,11,01/01/04
Selection,9,01/01/05
Selection,16,01/01/06
Selection,22,01/01/07
Selection,17,01/01/08
Selection,17,01/01/09
Selection,18,01/01/10
Selection,21,01/01/11
Selection,18,01/01/12
Selection,11,01/01/13
Selection,22,01/01/14
Selection,23,01/01/15
Selection,21,01/01/16
Soil,20,01/01/00
Soil,8,01/01/01
Soil,12,01/01/02
Soil,14,01/01/03
Soil,9,01/01/04
Soil,15,01/01/05
Soil,17,01/01/06
Soil,15,01/01/07
Soil,27,01/01/08
Soil,20,01/01/09
Soil,20,01/01/10
Soil,18,01/01/11
Soil,11,01/01/12
Soil,14,01/01/13
Soil,16,01/01/14
Soil,24,01/01/15
Soil,20,01/01/16
Systems,9,01/01/00
Systems,14,01/01/01
Systems,14,01/01/02
Systems,15,01/01/03
Systems,19,01/01/04
Systems,17,01/01/05
Systems,24,01/01/06
Systems,23,01/01/07
Systems,27,01/01/08
Systems,27,01/01/09
Systems,26,01/01/10
Systems,36,01/01/11
Systems,30,01/01/12
Systems,30,01/01/13
Systems,39,01/01/14
Systems,42,01/01/15
Systems,33,01/01/16
Water,5,01/01/00
Water,2,01/01/01
Water,5,01/01/02
Water,3,01/01/03
Water,4,01/01/04
Water,10,01/01/05
Water,12,01/01/06
Water,10,01/01/07
Water,10,01/01/08
Water,12,01/01/09
Water,14,01/01/10
Water,8,01/01/11
Water,12,01/01/12
Water,19,01/01/13
Water,19,01/01/14
Water,20,01/01/15
Water,13,01/01/16
West-africa,2,01/01/00
West-africa,3,01/01/01
West-africa,7,01/01/02
West-africa,9,01/01/03
West-africa,8,01/01/04
West-africa,1,01/01/05
West-africa,8,01/01/06
West-africa,8,01/01/07
West-africa,12,01/01/08
West-africa,12,01/01/09
West-africa,12,01/01/10
West-africa,12,01/01/11
West-africa,11,01/01/12
West-africa,16,01/01/13
West-africa,22,01/01/14
West-africa,21,01/01/15
West-africa,10,01/01/16
Wheat,6,01/01/00
Wheat,8,01/01/01
Wheat,11,01/01/02
Wheat,8,01/01/03
Wheat,8,01/01/04
Wheat,6,01/01/05
Wheat,10,01/01/06
Wheat,17,01/01/07
Wheat,14,01/01/08
Wheat,19,01/01/09
Wheat,17,01/01/10
Wheat,14,01/01/11
Wheat,22,01/01/12
Wheat,20,01/01/13
Wheat,13,01/01/14
Wheat,16,01/01/15
Wheat,13,01/01/16
Yield,12,01/01/00
Yield,21,01/01/01
Yield,13,01/01/02
Yield,16,01/01/03
Yield,16,01/01/04
Yield,14,01/01/05
Yield,21,01/01/06
Yield,33,01/01/07
Yield,26,01/01/08
Yield,31,01/01/09
Yield,35,01/01/10
Yield,34,01/01/11
Yield,30,01/01/12
Yield,38,01/01/13
Yield,29,01/01/14
Yield,49,01/01/15
Yield,39,01/01/16
