who,overlap,years,color
Canada,India,5,#333333
Canada,South Africa,2,#333333
Canada,Mexico,2,#333333
Canada,Uruguay,1,#333333
Canada,France,3,#333333
Canada,Philippines,1,#333333
Canada,Netherlands,3,#333333
Canada,England,4,#333333
Canada,Denmark,1,#333333
Canada,New Zealand,1,#333333
Canada,Brazil,2,#333333
Canada,Ecuador,2,#333333
Canada,Ethiopia,1,#333333
Canada,Laos,1,#333333
Canada,Uganda,1,#333333
Canada,Cameroon,1,#333333
Chile,Colombia,1,#333333
China,Philippines,26,#333333
China,India,9,#333333
China,Netherlands,2,#333333
China,USA,19,#333333
China,Japan,4,#333333
China,Mexico,12,#333333
China,England,5,#333333
China,Colombia,4,#333333
China,France,3,#333333
China,Australia,9,#333333
China,Uganda,1,#333333
China,Kenya,8,#333333
China,Austria,1,#333333
China,Germany,4,#333333
China,Norway,1,#333333
China,Belgium,1,#333333
China,South Africa,1,#333333
China,Canada,2,#333333
China,Vietnam,2,#333333
China,Peru,1,#333333
China,Uruguay,1,#333333
China,Ethiopia,2,#333333
China,Syria,2,#333333
China,Iran,1,#333333
China,Nepal,2,#333333
China,South Korea,1,#333333
China,Nigeria,1,#333333
China,Portugal,1,#333333
China,Ghana,1,#333333
Colombia,Indonesia,2,#333333
Colombia,Norway,1,#333333
Colombia,Brazil,2,#333333
Colombia,USA,19,#333333
Colombia,Malaysia,2,#333333
Colombia,Mexico,6,#333333
Colombia,Germany,2,#333333
Colombia,Sri Lanka,1,#333333
Colombia,Australia,5,#333333
Colombia,Laos,2,#333333
Colombia,France,9,#333333
Colombia,England,5,#333333
Colombia,India,3,#333333
Colombia,China,4,#333333
Colombia,Chile,1,#333333
Colombia,Peru,2,#333333
Colombia,Kenya,2,#333333
Colombia,Czech Republic,1,#333333
Colombia,Nigeria,1,#333333
Colombia,Scotland,2,#333333
Colombia,Costa Rica,1,#333333
Colombia,Ecuador,1,#333333
Colombia,Venezuela,1,#333333
Colombia,Belgium,3,#333333
Colombia,Rwanda,1,#333333
Colombia,South Africa,2,#333333
Colombia,Denmark,1,#333333
Colombia,Japan,2,#333333
Congo,Gabon,1,#333333
Congo,Cameroon,1,#333333
Congo,Belgium,1,#333333
Congo,Kenya,1,#333333
Congo,Mali,1,#333333
Congo,Spain,1,#333333
Costa Rica,Spain,1,#333333
Costa Rica,England,1,#333333
Costa Rica,Brazil,1,#333333
Costa Rica,Indonesia,3,#333333
Costa Rica,France,3,#333333
Costa Rica,USA,2,#333333
Costa Rica,Switzerland,1,#333333
Costa Rica,Scotland,1,#333333
Costa Rica,Peru,1,#333333
Costa Rica,Colombia,1,#333333
Costa Rica,Ecuador,1,#333333
Costa Rica,Australia,1,#333333
Costa Rica,Kenya,1,#333333
Cote Ivoire,Mali,1,#333333
Cote Ivoire,Hungary,1,#333333
Cote Ivoire,Kenya,2,#333333
Cote Ivoire,Belgium,1,#333333
Czech Republic,Philippines,1,#333333
Czech Republic,Mexico,1,#333333
Czech Republic,Netherlands,1,#333333
Czech Republic,India,1,#333333
Czech Republic,Australia,1,#333333
Czech Republic,Colombia,1,#333333
Czech Republic,France,2,#333333
Czech Republic,Nigeria,2,#333333
Czech Republic,Scotland,1,#333333
Czech Republic,England,1,#333333
Czech Republic,Switzerland,1,#333333
Czech Republic,Poland,1,#333333
Czech Republic,Togo,1,#333333
Czech Republic,Benin,1,#333333
Czech Republic,Brazil,1,#333333
Czech Republic,Belgium,1,#333333
Czech Republic,Kenya,1,#333333
Denmark,Ghana,1,#333333
Denmark,Uganda,1,#333333
Denmark,Kenya,4,#333333
Denmark,Burkina Faso,1,#333333
Denmark,Belgium,1,#333333
Denmark,Mali,1,#333333
Denmark,Finland,2,#333333
Denmark,USA,3,#333333
Denmark,Italy,1,#333333
Denmark,Netherlands,1,#333333
Denmark,England,3,#333333
Denmark,New Zealand,1,#333333
Denmark,France,1,#333333
Denmark,Canada,1,#333333
Denmark,Australia,1,#333333
Denmark,South Africa,1,#333333
Denmark,Colombia,1,#333333
Denmark,Sri Lanka,1,#333333
Denmark,India,1,#333333
Denmark,Indonesia,1,#333333
Denmark,Scotland,1,#333333
Ecuador,Nicaragua,1,#333333
Ecuador,Sweden,2,#333333
Ecuador,Peru,5,#333333
Ecuador,Colombia,1,#333333
Ecuador,France,1,#333333
Ecuador,Costa Rica,1,#333333
Ecuador,USA,2,#333333
Ecuador,Bolivia,1,#333333
Ecuador,Brazil,2,#333333
Ecuador,Canada,2,#333333
Ecuador,Netherlands,1,#333333
Egypt,Vietnam,1,#333333
Egypt,France,2,#333333
Egypt,Malaysia,1,#333333
Egypt,Nigeria,1,#333333
Egypt,Mali,1,#333333
Egypt,Senegal,1,#333333
Egypt,Nepal,1,#333333
Egypt,Afghanistan,1,#333333
Egypt,Ethiopia,1,#333333
Egypt,Bangladesh,1,#333333
Egypt,Pakistan,1,#333333
Egypt,Iran,1,#333333
Egypt,Syria,2,#333333
Egypt,Mexico,1,#333333
Egypt,England,1,#333333
Egypt,Philippines,1,#333333
Egypt,Tunisia,1,#333333
England,Spain,1,#333333
England,Brazil,1,#333333
England,Costa Rica,1,#333333
England,Indonesia,3,#333333
England,Kenya,14,#333333
England,Wales,3,#333333
England,Cameroon,4,#333333
England,Italy,6,#333333
England,Philippines,7,#333333
England,Switzerland,2,#333333
England,Austria,1,#333333
England,Mexico,2,#333333
England,France,7,#333333
England,Colombia,5,#333333
England,India,7,#333333
England,China,5,#333333
England,USA,15,#333333
England,Australia,7,#333333
England,Malawi,5,#333333
England,Zimbabwe,2,#333333
England,Norway,1,#333333
England,Japan,2,#333333
England,Malaysia,3,#333333
England,Netherlands,5,#333333
England,Ethiopia,3,#333333
England,Ghana,1,#333333
England,Nigeria,6,#333333
England,Thailand,2,#333333
England,Peru,1,#333333
England,Scotland,3,#333333
England,Germany,4,#333333
England,Belgium,2,#333333
England,South Africa,1,#333333
England,Sweden,1,#333333
England,Egypt,1,#333333
England,Czech Republic,1,#333333
England,Tajikistan,1,#333333
England,Turkey,1,#333333
England,Denmark,3,#333333
England,New Zealand,2,#333333
England,Canada,4,#333333
England,Zambia,1,#333333
England,Bolivia,1,#333333
England,Uganda,2,#333333
England,Sri Lanka,2,#333333
England,Laos,3,#333333
England,Vietnam,1,#333333
Equat Guinea,Austria,1,#333333
Equat Guinea,Kenya,1,#333333
Equat Guinea,Cameroon,1,#333333
Equat Guinea,South Africa,1,#333333
Equat Guinea,Madagascar,1,#333333
Equat Guinea,Tanzania,1,#333333
Equat Guinea,Zimbabwe,1,#333333
Equat Guinea,Uganda,1,#333333
Ethiopia,Australia,4,#333333
Ethiopia,Switzerland,2,#333333
Ethiopia,Syria,7,#333333
Ethiopia,Sri Lanka,3,#333333
Ethiopia,Germany,9,#333333
Ethiopia,Ghana,3,#333333
Ethiopia,Sudan,1,#333333
Ethiopia,Netherlands,7,#333333
Ethiopia,India,8,#333333
Ethiopia,USA,12,#333333
Ethiopia,Zimbabwe,2,#333333
Ethiopia,Mexico,3,#333333
Ethiopia,Belgium,6,#333333
Ethiopia,Uganda,2,#333333
Ethiopia,Kenya,10,#333333
Ethiopia,England,3,#333333
Ethiopia,Malawi,4,#333333
Ethiopia,Norway,3,#333333
Ethiopia,Nepal,1,#333333
Ethiopia,Egypt,1,#333333
Ethiopia,Afghanistan,1,#333333
Ethiopia,Bangladesh,1,#333333
Ethiopia,Pakistan,1,#333333
Ethiopia,Iran,1,#333333
Ethiopia,South Africa,2,#333333
Ethiopia,China,2,#333333
Ethiopia,France,1,#333333
Ethiopia,Peru,2,#333333
Ethiopia,Austria,2,#333333
Ethiopia,Sweden,1,#333333
Ethiopia,Nigeria,1,#333333
Ethiopia,Finland,1,#333333
Ethiopia,Israel,1,#333333
Ethiopia,Senegal,1,#333333
Ethiopia,Bolivia,1,#333333
Ethiopia,Portugal,1,#333333
Ethiopia,Canada,1,#333333
Finland,South Africa,1,#333333
Finland,USA,5,#333333
Finland,Indonesia,1,#333333
Finland,Iran,1,#333333
Finland,Mexico,1,#333333
Finland,Denmark,2,#333333
Finland,Ghana,1,#333333
Finland,Kenya,1,#333333
Finland,Malawi,2,#333333
Finland,Ethiopia,1,#333333
France,Indonesia,6,#333333
France,USA,9,#333333
France,Costa Rica,3,#333333
France,Egypt,2,#333333
France,Vietnam,5,#333333
France,Kenya,9,#333333
France,South Africa,1,#333333
France,Benin,8,#333333
France,Netherlands,6,#333333
France,Sri Lanka,3,#333333
France,Australia,8,#333333
France,Colombia,9,#333333
France,Laos,4,#333333
France,England,7,#333333
France,India,4,#333333
France,China,3,#333333
France,Cameroon,1,#333333
France,Malaysia,3,#333333
France,Nigeria,7,#333333
France,Mali,2,#333333
France,Senegal,2,#333333
France,Philippines,4,#333333
France,Thailand,3,#333333
France,Italy,4,#333333
France,Malawi,1,#333333
France,Zimbabwe,3,#333333
France,Mexico,3,#333333
France,Uruguay,1,#333333
France,Canada,3,#333333
France,Brazil,4,#333333
France,Belgium,2,#333333
France,Scotland,4,#333333
France,Guadeloupe,1,#333333
France,Ethiopia,1,#333333
France,Burkina Faso,2,#333333
France,Ghana,3,#333333
France,Nepal,1,#333333
France,Czech Republic,2,#333333
France,Switzerland,2,#333333
France,Peru,2,#333333
France,Syria,1,#333333
France,Mozambique,1,#333333
France,Ecuador,1,#333333
France,Denmark,1,#333333
France,New Zealand,1,#333333
France,Romania,1,#333333
France,Poland,1,#333333
France,Togo,1,#333333
France,Austria,1,#333333
France,Uganda,2,#333333
Gabon,Cameroon,1,#333333
Gabon,Belgium,1,#333333
Gabon,Congo,1,#333333
Germany,Indonesia,5,#333333
Germany,Uzbekistan,2,#333333
Germany,Colombia,2,#333333
Germany,Malaysia,1,#333333
Germany,Mexico,5,#333333
Germany,Ethiopia,9,#333333
Germany,Sri Lanka,3,#333333
Germany,Philippines,5,#333333
Germany,Kenya,20,#333333
Germany,Netherlands,4,#333333
Germany,Switzerland,2,#333333
Germany,USA,13,#333333
Germany,Austria,1,#333333
Germany,China,4,#333333
Germany,Scotland,2,#333333
Germany,Syria,3,#333333
Germany,Sweden,1,#333333
Germany,Norway,1,#333333
Germany,Belgium,2,#333333
Germany,Uganda,1,#333333
Germany,Peru,3,#333333
Germany,India,4,#333333
Germany,England,4,#333333
Germany,Australia,4,#333333
Germany,South Africa,2,#333333
Germany,Mali,1,#333333
Germany,Thailand,1,#333333
Germany,Malawi,2,#333333
Germany,Brazil,2,#333333
Germany,Spain,1,#333333
Germany,Armenia,1,#333333
Germany,Italy,2,#333333
Germany,Iran,2,#333333
Germany,Nepal,1,#333333
Germany,Turkey,1,#333333
Germany,Tanzania,1,#333333
Germany,Benin,1,#333333
Germany,Pakistan,1,#333333
Ghana,USA,1,#333333
Ghana,Tanzania,1,#333333
Ghana,Denmark,1,#333333
Ghana,Ethiopia,3,#333333
Ghana,Sri Lanka,3,#333333
Ghana,England,1,#333333
Ghana,Burkina Faso,1,#333333
Ghana,France,3,#333333
Ghana,Nepal,1,#333333
Ghana,Cameroon,2,#333333
Ghana,Kenya,2,#333333
Ghana,Finland,1,#333333
Ghana,Malawi,1,#333333
Ghana,Benin,1,#333333
Ghana,Australia,1,#333333
Ghana,China,1,#333333
Ghana,South Africa,1,#333333
Ghana,Nigeria,1,#333333
Greece,Syria,1,#333333
Greece,Japan,1,#333333
Greece,Australia,1,#333333
Guadeloupe,Benin,1,#333333
Guadeloupe,France,1,#333333
Hungary,Mali,1,#333333
Hungary,Cote Ivoire,1,#333333
Hungary,Kenya,1,#333333
India,New Zealand,1,#333333
India,Australia,20,#333333
India,USA,16,#333333
India,Philippines,22,#333333
India,China,9,#333333
India,Sri Lanka,5,#333333
India,South Africa,4,#333333
India,England,7,#333333
India,Colombia,3,#333333
India,France,4,#333333
India,Ethiopia,8,#333333
India,Mexico,15,#333333
India,Pakistan,1,#333333
India,Scotland,3,#333333
India,Germany,4,#333333
India,Belgium,1,#333333
India,Kenya,4,#333333
India,Canada,5,#333333
India,Italy,2,#333333
India,Syria,2,#333333
India,Uruguay,1,#333333
India,Iran,1,#333333
India,Indonesia,1,#333333
India,Japan,2,#333333
India,Czech Republic,1,#333333
India,Nigeria,3,#333333
India,Thailand,1,#333333
India,Sudan,1,#333333
India,Nepal,2,#333333
India,Peru,1,#333333
India,Sweden,1,#333333
India,Malaysia,1,#333333
India,Denmark,1,#333333
India,Laos,1,#333333
India,Switzerland,1,#333333
India,Netherlands,1,#333333
Indonesia,Norway,1,#333333
Indonesia,Brazil,4,#333333
Indonesia,Colombia,2,#333333
Indonesia,USA,14,#333333
Indonesia,Mexico,2,#333333
Indonesia,Spain,2,#333333
Indonesia,England,3,#333333
Indonesia,Costa Rica,3,#333333
Indonesia,France,6,#333333
Indonesia,Germany,5,#333333
Indonesia,Cameroon,3,#333333
Indonesia,Netherlands,1,#333333
Indonesia,Kenya,4,#333333
Indonesia,Philippines,2,#333333
Indonesia,Switzerland,3,#333333
Indonesia,Scotland,3,#333333
Indonesia,Madagascar,1,#333333
Indonesia,Italy,1,#333333
Indonesia,Bolivia,1,#333333
Indonesia,Australia,7,#333333
Indonesia,Finland,1,#333333
Indonesia,Japan,2,#333333
Indonesia,Thailand,2,#333333
Indonesia,Sweden,2,#333333
Indonesia,India,1,#333333
Indonesia,New Zealand,1,#333333
Indonesia,Uganda,4,#333333
Indonesia,Peru,1,#333333
Indonesia,Mozambique,1,#333333
Indonesia,Burkina Faso,1,#333333
Indonesia,Nepal,1,#333333
Indonesia,South Africa,2,#333333
Indonesia,Denmark,1,#333333
Iran,Syria,5,#333333
Iran,Nepal,1,#333333
Iran,Egypt,1,#333333
Iran,Afghanistan,1,#333333
Iran,Ethiopia,1,#333333
Iran,Bangladesh,1,#333333
Iran,Pakistan,1,#333333
Iran,Mexico,2,#333333
Iran,Philippines,2,#333333
Iran,India,1,#333333
Iran,Finland,1,#333333
Iran,China,1,#333333
Iran,Kenya,1,#333333
Iran,Germany,2,#333333
Iran,Turkey,1,#333333
Iran,Armenia,1,#333333
Iran,USA,1,#333333
Iran,Japan,1,#333333
Iran,Nigeria,1,#333333
Iraq,Syria,3,#333333
Iraq,USA,1,#333333
Ireland,Netherlands,1,#333333
Ireland,Malawi,1,#333333
Israel,Canada,1,#333333
Israel,Sri Lanka,1,#333333
Israel,Ethiopia,1,#333333
Israel,Senegal,1,#333333
Italy,Philippines,4,#333333
Italy,England,6,#333333
Italy,Mexico,7,#333333
Italy,Spain,3,#333333
Italy,USA,7,#333333
Italy,Zimbabwe,1,#333333
Italy,Thailand,1,#333333
Italy,France,4,#333333
Italy,Indonesia,1,#333333
Italy,Australia,2,#333333
Italy,Canada,3,#333333
Italy,Syria,6,#333333
Italy,India,2,#333333
Italy,South Africa,1,#333333
Italy,Scotland,1,#333333
Italy,Turkey,1,#333333
Italy,Jordan,1,#333333
Italy,Algeria,1,#333333
Italy,Morocco,1,#333333
Italy,Netherlands,3,#333333
Italy,Armenia,1,#333333
Italy,Germany,2,#333333
Italy,Kenya,3,#333333
Italy,Denmark,1,#333333
Italy,New Zealand,1,#333333
Italy,Sweden,2,#333333
Italy,Malaysia,1,#333333
Italy,Argentina,1,#333333
Italy,Tanzania,1,#333333
Italy,Benin,1,#333333
Italy,Peru,2,#333333
Italy,Uganda,1,#333333
Italy,Vietnam,1,#333333
Italy,Laos,1,#333333
Japan,Philippines,15,#333333
Japan,Thailand,3,#333333
Japan,China,4,#333333
Japan,USA,7,#333333
Japan,Vietnam,2,#333333
Japan,England,2,#333333
Japan,Norway,1,#333333
Japan,Kenya,3,#333333
Japan,South Africa,1,#333333
Japan,Nigeria,3,#333333
Japan,Syria,6,#333333
Japan,Indonesia,2,#333333
Japan,Sweden,1,#333333
Japan,India,2,#333333
Japan,Greece,1,#333333
Japan,Australia,3,#333333
Japan,Benin,2,#333333
Japan,Colombia,2,#333333
Japan,Sudan,1,#333333
Japan,Laos,1,#333333
Japan,Iran,1,#333333
Jordan,Scotland,1,#333333
Jordan,Syria,2,#333333
Jordan,Italy,1,#333333
Jordan,Turkey,1,#333333
Jordan,Algeria,1,#333333
Jordan,Morocco,1,#333333
Jordan,Spain,1,#333333
Jordan,Netherlands,1,#333333
Kazakhstan,Turkey,1,#333333
Kenya,France,9,#333333
Kenya,South Africa,8,#333333
Kenya,Wales,1,#333333
Kenya,England,14,#333333
Kenya,USA,26,#333333
Kenya,Mali,6,#333333
Kenya,Niger,2,#333333
Kenya,New Zealand,4,#333333
Kenya,Austria,9,#333333
Kenya,Cameroon,6,#333333
Kenya,Madagascar,3,#333333
Kenya,Tanzania,4,#333333
Kenya,Zimbabwe,4,#333333
Kenya,Uganda,10,#333333
Kenya,Equat Guinea,1,#333333
Kenya,Netherlands,13,#333333
Kenya,Canada,6,#333333
Kenya,Switzerland,5,#333333
Kenya,Mexico,6,#333333
Kenya,Australia,6,#333333
Kenya,China,8,#333333
Kenya,Cote Ivoire,2,#333333
Kenya,Hungary,1,#333333
Kenya,Indonesia,4,#333333
Kenya,Germany,20,#333333
Kenya,Spain,5,#333333
Kenya,Norway,4,#333333
Kenya,Japan,3,#333333
Kenya,Malawi,4,#333333
Kenya,Ethiopia,10,#333333
Kenya,Sweden,2,#333333
Kenya,Belgium,5,#333333
Kenya,India,4,#333333
Kenya,Scotland,7,#333333
Kenya,Denmark,4,#333333
Kenya,Burkina Faso,1,#333333
Kenya,Ghana,2,#333333
Kenya,Colombia,2,#333333
Kenya,Zaire,1,#333333
Kenya,Rwanda,2,#333333
Kenya,Nigeria,2,#333333
Kenya,Iran,1,#333333
Kenya,Finland,1,#333333
Kenya,Italy,3,#333333
Kenya,Malaysia,1,#333333
Kenya,Costa Rica,1,#333333
Kenya,Congo,1,#333333
Kenya,Benin,1,#333333
Kenya,Togo,1,#333333
Kenya,South Korea,1,#333333
Kenya,Taiwan,1,#333333
Kenya,Peru,1,#333333
Kenya,Bolivia,1,#333333
Kenya,Brazil,1,#333333
Kenya,Singapore,1,#333333
Kenya,Vietnam,1,#333333
Kenya,Laos,1,#333333
Kenya,Syria,1,#333333
Kenya,Czech Republic,1,#333333
Kenya,Nepal,1,#333333
Laos,Sri Lanka,2,#333333
Laos,Australia,7,#333333
Laos,Colombia,2,#333333
Laos,France,4,#333333
Laos,Nigeria,1,#333333
Laos,Thailand,4,#333333
Laos,Philippines,2,#333333
Laos,Netherlands,3,#333333
Laos,USA,2,#333333
Laos,Kenya,1,#333333
Laos,England,3,#333333
Laos,Japan,1,#333333
Laos,India,1,#333333
Laos,Canada,1,#333333
Laos,Switzerland,1,#333333
Laos,Vietnam,1,#333333
Laos,Italy,1,#333333
Lebanon,Syria,4,#333333
Luxembourg,Peru,1,#333333
Madagascar,Austria,1,#333333
Madagascar,Kenya,3,#333333
Madagascar,Cameroon,1,#333333
Madagascar,South Africa,2,#333333
Madagascar,Tanzania,2,#333333
Madagascar,Zimbabwe,1,#333333
Madagascar,Uganda,2,#333333
Madagascar,Equat Guinea,1,#333333
Madagascar,Indonesia,1,#333333
Madagascar,Zaire,1,#333333
Madagascar,Rwanda,1,#333333
Malawi,USA,5,#333333
Malawi,England,5,#333333
Malawi,Zimbabwe,4,#333333
Malawi,Kenya,4,#333333
Malawi,Ethiopia,4,#333333
Malawi,Cameroon,2,#333333
Malawi,Netherlands,2,#333333
Malawi,France,1,#333333
Malawi,Germany,2,#333333
Malawi,Finland,2,#333333
Malawi,Ghana,1,#333333
Malawi,Nigeria,2,#333333
Malawi,Belgium,1,#333333
Malawi,Wales,2,#333333
Malawi,Zambia,1,#333333
Malawi,Zaire,1,#333333
Malawi,South Africa,1,#333333
Malawi,Swaziland,1,#333333
Malawi,Ireland,1,#333333
Malaysia,USA,2,#333333
Malaysia,Canada,2,#333333
Malaysia,Australia,3,#333333
Malaysia,Colombia,2,#333333
Malaysia,Mexico,1,#333333
Malaysia,Germany,1,#333333
Malaysia,France,3,#333333
Malaysia,England,3,#333333
Malaysia,Egypt,1,#333333
Malaysia,Nigeria,2,#333333
Malaysia,Mali,2,#333333
