who,overlap,years,color
Colombia,Belgium,1,#333333
Colombia,Netherlands,1,#333333
Colombia,Nicaragua,1,#333333
Costa Rica,France,2,#333333
Costa Rica,Indonesia,2,#333333
Costa Rica,Switzerland,2,#333333
Cote Ivoire,France,4,#333333
Cote Ivoire,Burkina Faso,2,#333333
Cote Ivoire,Mali,1,#333333
Cote Ivoire,Madagascar,2,#333333
Cote Ivoire,Tanzania,2,#333333
Cote Ivoire,Benin,3,#333333
Cote Ivoire,Scotland,1,#333333
Cote Ivoire,Lesotho,1,#333333
Cote Ivoire,Nigeria,2,#333333
Cote Ivoire,USA,1,#333333
Cote Ivoire,Brazil,1,#333333
Cote Ivoire,Belgium,1,#333333
Cuba,England,1,#333333
Cuba,Peru,1,#333333
Cuba,Mexico,1,#333333
Cuba,India,1,#333333
Cuba,USA,1,#333333
Denmark,Australia,3,#333333
Denmark,USA,2,#333333
Denmark,South Africa,1,#333333
Denmark,Colombia,1,#333333
Denmark,Peru,1,#333333
Denmark,Ecuador,1,#333333
Denmark,Netherlands,2,#333333
Denmark,England,2,#333333
Denmark,Malaysia,1,#333333
Denmark,Germany,1,#333333
Denmark,Indonesia,1,#333333
Denmark,Philippines,1,#333333
Denmark,Belgium,1,#333333
Denmark,Egypt,1,#333333
Denmark,Ethiopia,1,#333333
Denmark,Vietnam,1,#333333
Denmark,Sri Lanka,2,#333333
Denmark,Cambodia,3,#333333
Denmark,Japan,1,#333333
Denmark,Laos,2,#333333
Denmark,Bolivia,1,#333333
Ecuador,Peru,2,#333333
Ecuador,Denmark,1,#333333
Egypt,Kenya,2,#333333
Egypt,Syria,1,#333333
Egypt,USA,1,#333333
Egypt,Mexico,1,#333333
Egypt,India,2,#333333
Egypt,Thailand,1,#333333
Egypt,Denmark,1,#333333
Egypt,Ethiopia,1,#333333
Egypt,Malaysia,2,#333333
Egypt,Netherlands,2,#333333
Egypt,Ghana,1,#333333
England,Kenya,8,#333333
England,Saudi Arabia,1,#333333
England,China,2,#333333
England,Ghana,2,#333333
England,Austria,1,#333333
England,Sri Lanka,3,#333333
England,Benin,1,#333333
England,Netherlands,3,#333333
England,South Africa,3,#333333
England,Ethiopia,3,#333333
England,Denmark,2,#333333
England,USA,8,#333333
England,Malaysia,1,#333333
England,Germany,2,#333333
England,Indonesia,1,#333333
England,Switzerland,3,#333333
England,Scotland,3,#333333
England,Mexico,3,#333333
England,Spain,1,#333333
England,Nigeria,4,#333333
England,Italy,1,#333333
England,Laos,1,#333333
England,Vietnam,2,#333333
England,Australia,2,#333333
England,Philippines,3,#333333
England,Sweden,1,#333333
England,Syria,1,#333333
England,Peru,1,#333333
England,Cuba,1,#333333
England,India,1,#333333
England,France,1,#333333
England,Madagascar,1,#333333
England,Greece,1,#333333
England,Sierra Leone,1,#333333
England,Bangladesh,1,#333333
England,Nepal,1,#333333
England,Bolivia,1,#333333
Ethiopia,Netherlands,7,#333333
Ethiopia,Kenya,5,#333333
Ethiopia,Uganda,3,#333333
Ethiopia,Indonesia,1,#333333
Ethiopia,Sweden,3,#333333
Ethiopia,Norway,1,#333333
Ethiopia,India,3,#333333
Ethiopia,South Africa,3,#333333
Ethiopia,England,3,#333333
Ethiopia,Germany,4,#333333
Ethiopia,Belgium,2,#333333
Ethiopia,Mexico,2,#333333
Ethiopia,Denmark,1,#333333
Ethiopia,Egypt,1,#333333
Ethiopia,USA,7,#333333
Ethiopia,Zimbabwe,1,#333333
Ethiopia,Colombia,2,#333333
Ethiopia,Syria,1,#333333
Ethiopia,Thailand,1,#333333
Ethiopia,Malawi,1,#333333
Ethiopia,Peru,1,#333333
Ethiopia,Austria,1,#333333
Ethiopia,Sudan,1,#333333
Finland,Peru,2,#333333
Finland,Sweden,1,#333333
France,Algeria,2,#333333
France,Spain,3,#333333
France,Mexico,5,#333333
France,Benin,7,#333333
France,Guinea,1,#333333
France,Switzerland,3,#333333
France,Cameroon,2,#333333
France,Indonesia,7,#333333
France,Ghana,4,#333333
France,Sri Lanka,1,#333333
France,USA,5,#333333
France,Colombia,2,#333333
France,Australia,2,#333333
France,Thailand,2,#333333
France,Senegal,2,#333333
France,Uganda,3,#333333
France,Netherlands,4,#333333
France,Philippines,6,#333333
France,Burkina Faso,2,#333333
France,Cote Ivoire,4,#333333
France,Mali,1,#333333
France,Madagascar,3,#333333
France,Tanzania,2,#333333
France,Germany,1,#333333
France,Brazil,2,#333333
France,South Africa,1,#333333
France,Laos,1,#333333
France,Scotland,2,#333333
France,Kenya,3,#333333
France,Italy,1,#333333
France,Syria,2,#333333
France,Tunisia,3,#333333
France,Morocco,1,#333333
France,Gabon,1,#333333
France,Zimbabwe,1,#333333
France,Vietnam,2,#333333
France,India,1,#333333
France,Uruguay,1,#333333
France,Nigeria,1,#333333
France,Costa Rica,2,#333333
France,England,1,#333333
France,Belgium,1,#333333
Gabon,Cameroon,1,#333333
Gabon,France,1,#333333
Gabon,Indonesia,1,#333333
Germany,Benin,2,#333333
Germany,Colombia,5,#333333
Germany,Iran,1,#333333
Germany,Japan,2,#333333
Germany,Belgium,1,#333333
Germany,Philippines,7,#333333
Germany,Sri Lanka,1,#333333
Germany,Uzbekistan,5,#333333
Germany,Kenya,12,#333333
Germany,India,4,#333333
Germany,Denmark,1,#333333
Germany,Netherlands,3,#333333
Germany,England,2,#333333
Germany,USA,4,#333333
Germany,Malaysia,2,#333333
Germany,Indonesia,2,#333333
Germany,South Africa,1,#333333
Germany,Syria,5,#333333
Germany,Ethiopia,4,#333333
Germany,Morocco,1,#333333
Germany,Peru,2,#333333
Germany,Nigeria,1,#333333
Germany,Sudan,1,#333333
Germany,New Zealand,1,#333333
Germany,Mexico,2,#333333
Germany,France,1,#333333
Germany,China,1,#333333
Germany,Mali,1,#333333
Germany,Israel,1,#333333
Germany,Zimbabwe,1,#333333
Germany,Thailand,1,#333333
Ghana,Nigeria,3,#333333
Ghana,England,2,#333333
Ghana,Austria,1,#333333
Ghana,Netherlands,2,#333333
Ghana,Indonesia,2,#333333
Ghana,France,4,#333333
Ghana,USA,7,#333333
Ghana,Kenya,2,#333333
Ghana,Tunisia,3,#333333
Ghana,Morocco,1,#333333
Ghana,Algeria,1,#333333
Ghana,Switzerland,3,#333333
Ghana,Spain,1,#333333
Ghana,Senegal,1,#333333
Ghana,Togo,1,#333333
Ghana,Egypt,1,#333333
Ghana,Sri Lanka,1,#333333
Ghana,Norway,1,#333333
Ghana,Malawi,1,#333333
Ghana,India,2,#333333
Ghana,Benin,1,#333333
Greece,India,1,#333333
Greece,USA,1,#333333
Greece,England,1,#333333
Greece,Scotland,1,#333333
Guatemala,USA,1,#333333
Guinea,Benin,1,#333333
Guinea,France,1,#333333
Haiti,USA,1,#333333
Haiti,Uganda,1,#333333
India,Sri Lanka,5,#333333
India,Laos,1,#333333
India,Thailand,1,#333333
India,Belgium,2,#333333
India,Philippines,10,#333333
India,USA,13,#333333
India,Greece,1,#333333
India,Ethiopia,3,#333333
India,Canada,2,#333333
India,Mexico,6,#333333
India,Pakistan,3,#333333
India,Germany,4,#333333
India,Kenya,1,#333333
India,Egypt,2,#333333
India,Netherlands,1,#333333
India,Switzerland,2,#333333
India,Nigeria,1,#333333
India,Australia,4,#333333
India,Japan,1,#333333
India,Bangladesh,1,#333333
India,Colombia,1,#333333
India,Syria,1,#333333
India,France,1,#333333
India,Indonesia,1,#333333
India,Taiwan,1,#333333
India,Vietnam,1,#333333
India,England,1,#333333
India,Cuba,1,#333333
India,Ghana,2,#333333
India,Madagascar,1,#333333
India,South Korea,1,#333333
India,China,2,#333333
India,Sudan,1,#333333
India,Malaysia,2,#333333
Indonesia,Ethiopia,1,#333333
Indonesia,Sweden,1,#333333
Indonesia,Norway,1,#333333
Indonesia,Spain,2,#333333
Indonesia,Switzerland,3,#333333
Indonesia,Cameroon,2,#333333
Indonesia,France,7,#333333
Indonesia,Denmark,1,#333333
Indonesia,Netherlands,2,#333333
Indonesia,England,1,#333333
Indonesia,USA,5,#333333
Indonesia,Malaysia,1,#333333
Indonesia,Germany,2,#333333
Indonesia,Ghana,2,#333333
Indonesia,Thailand,1,#333333
Indonesia,Bolivia,1,#333333
Indonesia,Gabon,1,#333333
Indonesia,Uganda,2,#333333
Indonesia,Vietnam,1,#333333
Indonesia,Senegal,1,#333333
Indonesia,Togo,1,#333333
Indonesia,India,1,#333333
Indonesia,Philippines,1,#333333
Indonesia,Costa Rica,2,#333333
Indonesia,Australia,1,#333333
Iran,Sri Lanka,3,#333333
Iran,Japan,1,#333333
Iran,Belgium,1,#333333
Iran,Germany,1,#333333
Iran,Philippines,1,#333333
Iran,Netherlands,1,#333333
Iran,Azerbaijan,1,#333333
Iran,Syria,4,#333333
Iran,Mexico,1,#333333
Iran,Kenya,1,#333333
Ireland,USA,1,#333333
Ireland,Uganda,1,#333333
Ireland,Canada,1,#333333
Ireland,Bangladesh,1,#333333
Ireland,Sri Lanka,1,#333333
Ireland,Pakistan,1,#333333
Ireland,Burkina Faso,1,#333333
Ireland,Senegal,1,#333333
Ireland,Botswana,1,#333333
Ireland,Kenya,1,#333333
Israel,Germany,1,#333333
Israel,Kenya,1,#333333
Israel,Sri Lanka,1,#333333
Israel,USA,1,#333333
Israel,Sudan,1,#333333
Italy,Philippines,2,#333333
Italy,Mexico,2,#333333
Italy,Colombia,1,#333333
Italy,Brazil,1,#333333
Italy,USA,3,#333333
Italy,Syria,2,#333333
Italy,Switzerland,1,#333333
Italy,Sri Lanka,1,#333333
Italy,England,1,#333333
Italy,France,1,#333333
Italy,Netherlands,2,#333333
Italy,Kenya,2,#333333
Japan,Iran,1,#333333
Japan,Belgium,1,#333333
Japan,Germany,2,#333333
Japan,Philippines,13,#333333
Japan,Australia,2,#333333
Japan,Laos,2,#333333
Japan,China,1,#333333
Japan,USA,3,#333333
Japan,Vietnam,1,#333333
Japan,Benin,6,#333333
Japan,Kenya,1,#333333
Japan,Denmark,1,#333333
Japan,Sri Lanka,1,#333333
Japan,Nigeria,1,#333333
Japan,India,1,#333333
Japan,South Korea,1,#333333
Kazakhstan,Syria,2,#333333
Kazakhstan,USA,1,#333333
Kazakhstan,Morocco,1,#333333
Kazakhstan,Uzbekistan,1,#333333
Kazakhstan,Sri Lanka,1,#333333
Kazakhstan,Malaysia,1,#333333
Kenya,Saudi Arabia,1,#333333
Kenya,England,8,#333333
Kenya,Egypt,2,#333333
Kenya,Syria,2,#333333
Kenya,Netherlands,4,#333333
Kenya,Ethiopia,5,#333333
Kenya,Uganda,10,#333333
Kenya,Spain,2,#333333
Kenya,Germany,12,#333333
Kenya,Belgium,2,#333333
Kenya,Burkina Faso,2,#333333
Kenya,USA,23,#333333
Kenya,Mexico,2,#333333
Kenya,India,1,#333333
Kenya,South Africa,7,#333333
Kenya,Wales,2,#333333
Kenya,Tanzania,1,#333333
Kenya,Ireland,1,#333333
Kenya,Canada,1,#333333
Kenya,Bangladesh,1,#333333
Kenya,Sri Lanka,1,#333333
Kenya,Pakistan,1,#333333
Kenya,Senegal,1,#333333
Kenya,Botswana,1,#333333
Kenya,Switzerland,4,#333333
Kenya,Scotland,5,#333333
Kenya,Ghana,2,#333333
Kenya,Brazil,2,#333333
Kenya,Japan,1,#333333
Kenya,Nigeria,4,#333333
Kenya,Rwanda,1,#333333
Kenya,Australia,1,#333333
Kenya,Colombia,2,#333333
Kenya,Sweden,2,#333333
Kenya,France,3,#333333
Kenya,Portugal,1,#333333
Kenya,Mali,2,#333333
Kenya,China,2,#333333
Kenya,Austria,4,#333333
Kenya,Malawi,1,#333333
Kenya,Peru,2,#333333
Kenya,Israel,1,#333333
Kenya,Italy,2,#333333
Kenya,Taiwan,1,#333333
Kenya,Iran,1,#333333
Kenya,Madagascar,1,#333333
Laos,India,1,#333333
Laos,Sri Lanka,2,#333333
Laos,Thailand,2,#333333
Laos,Japan,2,#333333
Laos,Philippines,2,#333333
Laos,France,1,#333333
Laos,Vietnam,1,#333333
Laos,Australia,4,#333333
Laos,England,1,#333333
Laos,Benin,1,#333333
Laos,USA,2,#333333
Laos,Syria,1,#333333
Laos,Uzbekistan,1,#333333
Laos,Cambodia,2,#333333
Laos,Denmark,2,#333333
Lesotho,Nigeria,1,#333333
Lesotho,Cote Ivoire,1,#333333
Luxembourg,Belgium,2,#333333
Luxembourg,Peru,2,#333333
Madagascar,France,3,#333333
Madagascar,Burkina Faso,2,#333333
Madagascar,Cote Ivoire,2,#333333
Madagascar,Mali,1,#333333
Madagascar,Tanzania,2,#333333
Madagascar,Benin,2,#333333
Madagascar,England,1,#333333
Madagascar,Kenya,1,#333333
Madagascar,India,1,#333333
Madagascar,Belgium,1,#333333
Malawi,Uganda,2,#333333
Malawi,Cameroon,1,#333333
Malawi,Mexico,1,#333333
Malawi,Belgium,1,#333333
Malawi,Zambia,2,#333333
Malawi,South Africa,1,#333333
Malawi,Tanzania,3,#333333
Malawi,Nigeria,2,#333333
Malawi,Senegal,1,#333333
Malawi,Kenya,1,#333333
Malawi,Peru,1,#333333
Malawi,Ethiopia,1,#333333
Malawi,Netherlands,1,#333333
Malawi,USA,4,#333333
Malawi,Sri Lanka,2,#333333
Malawi,Ghana,1,#333333
Malaysia,Australia,2,#333333
Malaysia,Vietnam,1,#333333
Malaysia,Denmark,1,#333333
Malaysia,Netherlands,3,#333333
Malaysia,England,1,#333333
Malaysia,USA,1,#333333
Malaysia,Germany,2,#333333
Malaysia,Indonesia,1,#333333
Malaysia,Peru,1,#333333
Malaysia,Uzbekistan,1,#333333
Malaysia,Syria,1,#333333
Malaysia,Sri Lanka,3,#333333
Malaysia,Kazakhstan,1,#333333
Malaysia,Egypt,2,#333333
Malaysia,Bangladesh,1,#333333
Malaysia,Philippines,1,#333333
Malaysia,India,2,#333333
Mali,France,1,#333333
Mali,Burkina Faso,2,#333333
Mali,Cote Ivoire,1,#333333
Mali,Madagascar,1,#333333
Mali,Tanzania,1,#333333
Mali,Benin,1,#333333
Mali,Kenya,2,#333333
Mali,Germany,1,#333333
Mali,Peru,1,#333333
Mexico,Canada,5,#333333
Mexico,Australia,10,#333333
Mexico,Philippines,7,#333333
Mexico,Algeria,1,#333333
Mexico,Spain,7,#333333
Mexico,France,5,#333333
Mexico,Italy,2,#333333
Mexico,Argentina,1,#333333
Mexico,USA,19,#333333
Mexico,India,6,#333333
Mexico,China,8,#333333
Mexico,Colombia,6,#333333
Mexico,Kenya,2,#333333
Mexico,Egypt,1,#333333
Mexico,Switzerland,3,#333333
Mexico,Belgium,5,#333333
Mexico,Nepal,2,#333333
Mexico,Iran,1,#333333
Mexico,Senegal,1,#333333
Mexico,Ethiopia,2,#333333
Mexico,England,3,#333333
Mexico,Germany,2,#333333
Mexico,Uganda,1,#333333
Mexico,Cameroon,1,#333333
Mexico,Malawi,1,#333333
Mexico,Nigeria,2,#333333
Mexico,Netherlands,1,#333333
Mexico,Syria,2,#333333
Mexico,Uruguay,1,#333333
Mexico,Cuba,1,#333333
Mexico,South Africa,1,#333333
Mexico,Zimbabwe,1,#333333
Mexico,Nicaragua,1,#333333
Mexico,Bangladesh,1,#333333
Monaco,Portugal,1,#333333
Monaco,Philippines,1,#333333
Morocco,Syria,3,#333333
Morocco,Germany,1,#333333
Morocco,Turkey,1,#333333
Morocco,USA,1,#333333
Morocco,Kazakhstan,1,#333333
Morocco,France,1,#333333
Morocco,Algeria,1,#333333
Morocco,Tunisia,1,#333333
Morocco,Ghana,1,#333333
Mozambique,Netherlands,1,#333333
Nepal,Wales,3,#333333
Nepal,Bangladesh,2,#333333
Nepal,USA,3,#333333
Nepal,Mexico,2,#333333
Nepal,Taiwan,1,#333333
Nepal,England,1,#333333
Netherlands,Kenya,4,#333333
Netherlands,Ethiopia,7,#333333
Netherlands,Uganda,5,#333333
Netherlands,Peru,2,#333333
Netherlands,Mozambique,1,#333333
Netherlands,Benin,1,#333333
Netherlands,England,3,#333333
Netherlands,Brazil,3,#333333
Netherlands,Sri Lanka,3,#333333
Netherlands,South Africa,5,#333333
Netherlands,USA,4,#333333
Netherlands,India,1,#333333
Netherlands,Iran,1,#333333
Netherlands,Syria,2,#333333
Netherlands,Denmark,2,#333333
Netherlands,Malaysia,3,#333333
Netherlands,Germany,3,#333333
Netherlands,Indonesia,2,#333333
Netherlands,Ghana,2,#333333
Netherlands,Philippines,3,#333333
Netherlands,Belgium,1,#333333
Netherlands,China,1,#333333
Netherlands,France,4,#333333
Netherlands,Spain,1,#333333
Netherlands,Italy,2,#333333
Netherlands,Egypt,2,#333333
Netherlands,Mexico,1,#333333
Netherlands,Zimbabwe,2,#333333
Netherlands,Malawi,1,#333333
Netherlands,Tanzania,1,#333333
Netherlands,Colombia,1,#333333
New Zealand,Germany,1,#333333
New Zealand,Philippines,1,#333333
Nicaragua,USA,1,#333333
Nicaragua,Mexico,1,#333333
Nicaragua,Colombia,1,#333333
Nigeria,Benin,4,#333333
Nigeria,Ghana,3,#333333
Nigeria,USA,9,#333333
Nigeria,India,1,#333333
Nigeria,Germany,1,#333333
Nigeria,Peru,1,#333333
Nigeria,Sudan,1,#333333
Nigeria,Cameroon,1,#333333
Nigeria,Togo,1,#333333
Nigeria,England,4,#333333
Nigeria,Kenya,4,#333333
Nigeria,Mexico,2,#333333
Nigeria,Japan,1,#333333
Nigeria,Malawi,2,#333333
Nigeria,Tanzania,1,#333333
Nigeria,Senegal,1,#333333
Nigeria,Canada,1,#333333
Nigeria,Belgium,2,#333333
Nigeria,Lesotho,1,#333333
Nigeria,Cote Ivoire,2,#333333
Nigeria,France,1,#333333
Nigeria,Brazil,1,#333333
Norway,Ethiopia,1,#333333
Norway,Indonesia,1,#333333
Norway,Sweden,1,#333333
Norway,Ghana,1,#333333
Pakistan,Sri Lanka,4,#333333
Pakistan,Syria,2,#333333
Pakistan,India,3,#333333
Pakistan,Australia,2,#333333
Pakistan,Ireland,1,#333333
Pakistan,Canada,1,#333333
Pakistan,Bangladesh,1,#333333
Pakistan,Burkina Faso,1,#333333
Pakistan,Senegal,1,#333333
Pakistan,Botswana,1,#333333
Pakistan,Kenya,1,#333333
Pakistan,Philippines,1,#333333
Peru,Netherlands,2,#333333
Peru,Luxembourg,2,#333333
Peru,Belgium,3,#333333
Peru,USA,9,#333333
Peru,Ecuador,2,#333333
Peru,Brazil,2,#333333
Peru,Denmark,1,#333333
Peru,Germany,2,#333333
Peru,Nigeria,1,#333333
Peru,Sudan,1,#333333
Peru,Argentina,1,#333333
Peru,Malaysia,1,#333333
Peru,Sweden,3,#333333
Peru,Finland,2,#333333
Peru,Colombia,2,#333333
Peru,England,1,#333333
Peru,Cuba,1,#333333
Peru,Switzerland,1,#333333
Peru,Kenya,2,#333333
Peru,Malawi,1,#333333
Peru,Ethiopia,1,#333333
Peru,Uganda,1,#333333
Peru,Mali,1,#333333
Philippines,Canada,4,#333333
Philippines,Australia,7,#333333
Philippines,Mexico,7,#333333
Philippines,Thailand,3,#333333
Philippines,China,11,#333333
Philippines,Switzerland,2,#333333
Philippines,India,10,#333333
Philippines,USA,17,#333333
Philippines,Iran,1,#333333
Philippines,Japan,13,#333333
Philippines,Belgium,3,#333333
Philippines,Germany,7,#333333
Philippines,Italy,2,#333333
Philippines,South Korea,6,#333333
Philippines,Austria,1,#333333
Philippines,Laos,2,#333333
Philippines,Netherlands,3,#333333
Philippines,Denmark,1,#333333
Philippines,France,6,#333333
Philippines,Brazil,1,#333333
Philippines,Vietnam,2,#333333
Philippines,New Zealand,1,#333333
Philippines,England,3,#333333
Philippines,Sri Lanka,1,#333333
Philippines,Monaco,1,#333333
Philippines,Portugal,1,#333333
Philippines,Argentina,1,#333333
Philippines,Bangladesh,2,#333333
Philippines,Malaysia,1,#333333
Philippines,Colombia,1,#333333
Philippines,Syria,1,#333333
Philippines,Indonesia,1,#333333
Philippines,Taiwan,2,#333333
Philippines,Benin,1,#333333
Philippines,Scotland,1,#333333
Philippines,Pakistan,1,#333333
Portugal,Monaco,1,#333333
Portugal,Philippines,1,#333333
Portugal,Spain,1,#333333
Portugal,Uganda,1,#333333
Portugal,Kenya,1,#333333
Rwanda,Uganda,1,#333333
Rwanda,Kenya,1,#333333
Saudi Arabia,Kenya,1,#333333
Saudi Arabia,England,1,#333333
Scotland,Switzerland,1,#333333
Scotland,USA,3,#333333
Scotland,Kenya,5,#333333
Scotland,England,3,#333333
Scotland,France,2,#333333
Scotland,Cote Ivoire,1,#333333
Scotland,Philippines,1,#333333
Scotland,Australia,1,#333333
Scotland,China,1,#333333
Scotland,Greece,1,#333333
